Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
SDN,1307333333.3333302,1419333333.3333302,1541666666.6666698,1568333333.3333302,1611333333.3333302,1679333333.3333302,1723000000.0,1865666666.6666698,1947333333.3333302,2144333333.3333302,2437666666.66667,2656000000.0,2882000000.0,3571666666.6666703,4595000000.0,5598000000.0,6979333333.33333,8704000000.0,7670500000.0,9032250000.0,7459833333.33333,10016500000.0,9240000000.0,8230153846.15385,9701357142.857141,12403733333.3333,15769062500.0,20155555555.5556,15399166666.6667,15291507936.5079,12408647540.9836,11379222222.2222,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934006,65634109236.7736,67327289319.733,68125631150.2939,72065940085.7719,82151588418.8325,97156119150.0,95584380032.2061,117487857142.857,22 Billion
SEN,1003692374.55789,1058975265.5888301,1085475573.48959,1122139637.25693,1188930567.71363,1210058396.0603,1246908373.74285,1246480958.51385,1309384830.19071,1245234806.89546,1297407828.60957,1339548823.66855,1620857277.19338,1863398448.3259199,2099324949.84605,2830388404.87845,2869777812.41008,2938046307.22894,3280354339.39341,4084878667.85616,4435050396.672621,4021697233.3940296,3936758681.58343,3512053232.0356603,3425127373.3671303,3750056424.4927397,5304238012.67971,6381385759.780271,6311054901.48841,6219793532.55875,7237100724.341959,7111252865.846241,7602005274.436159,7189226453.28161,4908415368.782001,6176312552.1388,6413189839.203179,5915250258.27977,6368265193.698879,6512207622.19727,5924239700.81588,6174898370.14018,6752510282.957439,8683229268.119791,10167441854.4694,11022821631.8674,11847848224.8947,14285970085.1384,16949789464.5284,16248212852.2153,16215069255.5883,17878780184.8872,17825417949.4095,18960182371.4679,19770919167.0965,17767620058.8554,18973894458.795,21070225734.7861,7 Billion
SGP,704462302.3650861,764308114.464916,825885273.748857,917222004.4427019,893734483.2091991,974193126.878348,1095910100.61414,1237423232.7192,1425029400.2352,1659055272.4421802,1919508689.40285,2262544100.3528,2719900350.73917,3693760000.0,5216773825.99496,5633386679.7981,6326445409.69089,6617532782.904321,7515823563.17127,9294635004.397541,11893405683.8039,14171819540.4446,16078856439.626999,17775280373.8318,19735920492.1912,19138296376.1661,18569292304.8952,20897630201.1573,25337226970.5603,30423573842.1785,36152027893.1446,45474442836.4689,52156414978.5144,60644572348.0629,73777792326.8299,87890009877.24,96403758865.2482,100163995150.862,85707636233.2696,86283126843.6578,95833932714.6172,89286208628.6767,91941192896.2359,97001377568.5914,114188557567.152,127417688055.756,147797218201.271,179981288567.447,192225881687.75198,192408387762.118,236421782178.21802,275966926379.393,290673681683.604,304454327499.401,311539499644.85803,304097759674.134,309763879840.753,323907234412.34,80 Billion
SLB,,,,,,,,25203524.0325638,28084252.758274797,28606411.398041,,50056882.821387894,40606712.050639,55272108.843537405,84539332.282562,74617096.4785967,83099107.9066357,93147039.2548237,111022089.96223001,151270207.85219398,168715353.097132,187313261.31923702,188446092.06055,180219397.527425,252806783.386983,232306861.15613198,210737869.652598,238606299.605651,310684273.709484,332286760.858189,302515026.890225,320355090.61441,378778047.197842,410923236.189102,464756638.512487,519334096.714525,565163750.5607901,567919502.811483,471177008.05714804,482214092.30896395,435103853.485036,400463452.06517595,341661643.551446,332738245.913215,375111894.932329,413909879.28126496,456705433.99697804,516074228.95974904,608293860.271816,597765363.128492,681151193.502387,932725583.343148,1063879445.8342401,1129787198.20326,1172268300.95047,1154650068.85921,1232699139.42779,1303453622.2329302,415 Million
SLE,322009471.56703997,327834680.557103,342721579.817636,348546952.134368,371848114.747956,359379856.248057,375479849.80806,348795303.000385,329860091.944037,408690163.476065,434410373.76415,419549425.077086,465381089.98454005,575230234.387058,648590642.939888,679335901.117451,594895672.333848,691777758.395115,960728338.9364301,1109374722.08294,1100685844.92284,1114830471.9178698,1295361885.92419,995104305.347074,1087471861.98928,856890498.625834,490181456.62441,701307602.28443,1055083945.3773801,932974411.917142,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.7098949,850218033.622007,672375927.3471481,669384768.87263,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.8814301,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.0454803,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3556036534.5692296,3775047333.92116,1 Billion
SLV,,,,,,877720000.0,929520000.0,976200000.0,1009760100.0,1049400000.0,1132920000.0,1186120000.0,1263720000.0,1442320000.0,1665880000.0,1884120100.0,2328280100.0,2941640100.0,3127960000.0,3463639900.0,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4817542204.02673,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698001400.0,15999886400.0,17011750900.0,17986886200.0,17601616000.0,18447922400.0,20283783700.0,21386153000.0,21977401900.0,22585841200.0,23166030400.0,23912227500.0,24805439600.0,9 Billion
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215640315.3633099,1101897917.81832,1160626398.21029,1253529079.61604,1600451467.26862,1877328035.75863,1958711603.03445,2092585622.88295,2488365726.79989,2752307016.25897,2363156432.34232,2139072847.6821198,2054489852.65499,1800077091.0959802,1865374402.54912,1788510017.2482398,1523012088.2777,1564380530.97345,1632860040.56795,2 Billion
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481000000.0,6562001351.4788,6659000748.0593605,6761998533.93861,7052000000.0,7 Billion
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16750000000.0,20948677839.851,24147996549.5662,18284194680.3844,18409364146.9794,6540247190.33529,12267175481.2542,16116843146.4806,21188704081.2428,24861483280.6339,26252007830.4639,30607991862.4843,40289556656.1455,49259526052.7426,42616653299.9115,39460357730.5224,46466728666.6103,40742313861.1374,45519650911.4138,44210806365.6817,37160332465.1645,38299854688.1277,41431648801.1663,31 Billion
SSA,29694180040.0161,30863273145.8711,33446137139.0588,38345027224.4221,37405456108.9475,41667622846.3353,44971066103.2184,44426638745.5926,47516860965.2457,54432173864.5572,64049326566.8697,65154540003.8827,73442924752.9387,93922791095.8397,123040923737.968,135389694128.784,147001627377.65698,161960864534.463,179004113659.078,215534058194.246,270693479053.07898,382065483299.906,351842449299.62396,303823864215.984,275629493498.433,261878214636.845,273747719726.958,311659873739.231,324550949525.614,329780016398.865,335448919102.487,341145385183.897,336458017986.38,313777497592.959,309122294004.047,354517780691.29205,366039754713.295,380482741428.22205,364111315570.02,367245619893.645,391469596883.44104,373159802179.39294,407122999590.474,510870955379.509,637464310990.7789,759311552239.815,904996710130.1321,1050333895761.48,1204146271926.36,1145339193475.1,1365285978395.57,1549900214419.98,1632318042796.02,1738514627952.82,1825559832198.29,1663688786788.45,1541751163906.9,1668269754341.73,493 Billion
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17273335563.7337,11266779661.0169,14940338983.0508,15099661016.9492,10906867789.8878,2904114903.22912,,12 Billion
SSF,29705433863.8911,30873961811.1551,33457810524.207996,38357766238.0222,37419927388.8453,41682000257.9322,44986135217.9762,44441962982.6622,47531330942.143,54446553612.5738,64065209243.5018,65174292627.7117,73471770397.627,93957114982.0763,123080073812.32199,135433153083.86699,147045879491.68698,162021000529.711,179086422052.82,215660153168.08603,270837962511.198,382213171606.62897,351983919684.22705,303965743957.873,275777121897.198,262044566323.432,273954122318.20102,311907882535.05,324834217464.075,330084517363.313,335818013649.388,341520256170.1,336893122998.797,314253660467.956,309611212821.739,355028185180.411,366544794811.74,381048271297.747,364723052378.817,367872124086.84796,392087586531.511,373785416992.395,407824372176.91705,511579708028.76,638306998774.526,760233816351.432,906016062005.97,1051369321121.57,1205113311453.3,1146185673576.2,1366254396942.11,1550965860009.12,1633377912701.0,1739842927885.69,1826903049776.29,1665066294226.42,1543178532381.65,1669767509030.35,493 Billion
SST,,,,,,,,,,,7870712875.942591,8852646066.03087,10430843362.7833,12995801662.3947,20193288001.3434,22994027133.0055,26246520325.9761,29799576980.3553,32047627540.0942,39771502183.4472,52688359266.299,54430645159.7913,54198194960.0085,52436476375.8122,51973824778.4269,50031093443.325,49052535368.3627,56038549489.9061,61765668675.9322,64266191795.7338,74687407806.4398,76198117576.5429,81125723682.3591,79957789819.4463,84116243608.4221,95404648264.3995,101600354838.31801,108850116401.534,108702266920.127,116536979777.636,129159920380.07,129638048710.709,138675829913.61,165509798142.352,199439585571.37302,238291296532.75897,277206213505.53,332549976224.71,401340448645.614,342952362655.875,393982362024.753,476591100829.896,497722525197.345,515830866192.974,529411036154.419,450032756389.49396,441871401742.741,481740017587.519,163 Billion
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71630592.223403,79863374.94532819,95544010.78190981,104486043.47856,125146438.67676,133324919.034345,144616696.771124,188021168.8418,187821029.033169,197454053.145088,233213522.645348,252560557.08306098,302924711.436314,348941715.374951,315521531.954768,354237479.15697795,392570292.501299,208 Million
SUR,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339450000.0,409850000.0,465500000.0,505500000.0,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.882353,605492537.313433,691590497.737557,861411471.321696,926422500.0,1110850000.0,886290697.6744189,947671969.6969699,834279357.7981651,1093574468.08511,1274190311.41869,1484092538.4052699,1793388732.29125,2626493056.82108,2936440801.45719,3532961748.6338797,3875555555.55556,4368398047.64333,4422646203.75187,4958566169.81474,5149556633.8135,5235212205.60635,4767414747.88691,3152173913.04348,2995827900.91265,1 Billion
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694544692.7374,14213045493.8806,15431288006.2104,16452201100.9604,20079363625.5784,25733043137.2549,27821913814.9556,27660149541.1805,29828899205.7277,30415095887.492,29114875621.8905,30703017449.6644,35083608130.9994,46731767494.3567,57240535137.8197,62697540106.9519,70596729394.0534,86304245825.349,100324627215.468,88945625173.6593,89501012915.7314,98181259740.0919,93413992955.8972,98478349315.3252,100948236941.18199,87501423882.4686,89768598023.3903,95769031980.1362,56 Billion
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273055398.3017,21480023016.9972,20749140606.2425,22125435372.187,22689994990.1121,20342201356.0052,20875387068.1145,23563576758.1047,29697448108.2957,34470227453.9113,36346974008.2079,39587732028.6037,48114688201.4782,55589849128.4605,50244793831.6199,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49904928335.3069,43072415017.4321,44708598648.8562,48769655479.2388,37 Billion
SWE,14842870293.4207,16147160122.7882,17511477311.4463,18954132365.5148,21137242560.8543,23260320646.2745,25302033132.3312,27463409201.8822,29143383490.5896,31649203885.887997,37555366021.0315,40980345656.3725,48263914958.8443,58567384058.8006,65082581294.7696,81716751697.8951,88102107647.0993,93136775102.6419,102969762221.976,121646718574.328,140088635568.375,127858412114.39,112767844570.71901,103533702638.547,107661673734.858,112514448261.835,148376104539.839,180429286795.786,204068257817.6,214875344909.957,258154283908.9,270362531376.602,280312318915.485,209950792712.696,226079963711.768,264051981551.316,288103936773.039,264477727278.68103,266800462898.904,270847937645.23602,259802012617.057,239917320966.977,263926220332.543,331108912605.271,381705425301.74603,389042298376.845,420032121655.688,487816328342.30896,513965650650.11896,429657033107.73706,488377689564.921,563109663291.177,543880647757.404,578742001487.571,573817719109.402,497918109302.399,514459972806.171,538040458216.997,225 Billion
SWZ,35076158.4768305,43025199.4960101,45927061.4587708,54128377.43245129,64979280.4143917,70278594.4281114,76858462.8307434,74758504.82990341,79798404.0319194,105417891.642167,112137757.244855,136465324.38478702,146741251.46351,221902017.29106602,264311994.11331898,288302907.369844,272539098.436063,304047838.086477,340616375.34498596,412093133.760988,542000513.610683,571542674.5778179,537575980.8436179,555336145.767884,494475699.85765594,361014890.45841,449146608.31509805,584135559.921414,692016714.317132,696915430.6630571,1114703088.1614,1156141998.33412,1284766234.2216,1357206995.7462401,1419293454.99606,1698982437.76019,1602760100.4814699,1716699913.1944401,1576904292.4588,1547884442.26205,1738100853.05052,1542477308.8940802,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.9094896,3291353835.93,3469363996.36642,3294093485.20796,3580417066.9247203,4438778424.30203,4820499924.2539,4823831656.516439,4560713073.919479,4377293816.28535,4020275298.0272603,3817430000.0,4433664364.24725,1 Billion
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SYC,12012025.2477875,11592024.3649283,12642026.5718964,13923029.2643975,15393032.3541529,15603032.7955465,16443034.5611211,16632032.814018302,16074027.3496039,16452027.9927637,18432031.361695897,21965951.7213048,30645121.012949895,36896278.223562896,43134498.6929657,47803145.956030294,49278979.5471457,64526398.6585361,85552369.91418399,127261099.24396001,147357222.779802,154902869.02139,147912069.76575,146712850.509248,151313241.982492,168887539.13081798,207850623.637094,249267039.782675,283828769.029925,304832867.393246,368584758.94245696,374359556.08492595,433667193.814795,473916819.45382595,486451204.557142,508221508.221508,503068472.20265996,562958836.519905,608369282.225727,622985493.682733,614879764.7800059,622262057.191635,697518248.175182,705704816.0423651,839319927.272727,919103254.5454551,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.8974199,1060222480.2109,1328158359.63061,1343010475.37046,1377492465.56086,1427525456.57573,1497959568.97249,447 Million
SYR,857704431.686497,945244992.2113061,1110565863.53737,1200447429.3556302,1339494290.42432,1472036550.70992,1342287556.59602,1580229795.10881,1753746369.66049,2245011571.98652,2140383695.94618,2589851693.01656,3059682162.06566,3239488104.60091,5159557176.25012,6826980766.8048,7633528920.63247,7696011359.94156,9275203105.57946,9929682184.327179,13062421024.9337,15518199247.3393,16298905397.0701,17589184556.6946,17503082982.2832,16403544510.5268,13293209270.1036,11356215712.9326,10577042354.799,9853396225.58749,12308624283.9787,12981833333.3333,13253565898.9558,13695962019.2084,10122020000.0,11396706586.8263,13789560878.2435,14505233968.8716,15200846138.4615,15873875968.9922,19325894913.1254,21099833783.503002,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,,,,,,,,,,,12 Billion
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TCD,313582727.638056,333975336.626541,357635713.876922,371767002.655998,392247517.60201603,416926302.96350896,432794922.459835,449826322.99507195,453980096.65450305,471635620.92443097,469266736.6051769,501866730.72256106,585427545.723712,647199482.828061,652532796.0667031,864602103.303151,866044961.048205,935360466.351397,1113920122.61212,1004316495.11165,1033002401.82546,876937559.7250379,834369860.427292,832415805.956327,919103735.322921,1033069709.99507,1067828247.2357699,1163426850.65015,1482597298.88718,1433686309.8364198,1738605558.0543199,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.0457802,1544689502.82472,1744794457.276,1534673583.2487,1385058161.7674599,1709347793.32873,1987622279.11463,2736666515.8294,4414929219.99649,6646663561.2656,7422102655.98832,8638711442.7705,10351932604.4154,9253484108.49701,10657705536.4978,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10945989471.6286,10090922857.3905,9871247731.897871,3 Billion
TEA,80089041939.0694,70304293393.9348,64423895401.1858,69762137029.7914,80882094680.0713,94390971564.4517,103332165186.291,100125607842.87401,101059763079.32,113479457733.123,126499680980.027,136038269030.032,154329758233.898,194309055666.841,219217179375.65802,246446922759.031,250145267891.899,289062406980.105,279843095018.589,324147335128.677,374016836150.365,399114733898.614,418870452967.31396,439532734822.073,477140089147.91705,522899914913.40704,521420797248.51294,514987925375.61896,571187349294.314,617327269264.357,661633286422.921,718052348430.3059,804653194721.386,883381062157.218,1062641320659.28,1311566484314.35,1506473422586.69,1560401319737.57,1430161777577.18,1573188796485.92,1731600765283.84,1842335491123.85,2039047526222.18,2307975858482.95,2676685770514.13,3100871257451.28,3734878551467.02,4723448855107.82,5979856762841.21,6486171262124.66,7867125329023.63,9617241167266.96,10728922595552.8,11841791067819.2,12732927119604.8,13245781212588.4,13482761895157.8,14711297865073.7,3 Trillion
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960659759846.854,1020989552595.84,1008020291396.36,944260328203.9829,931289295057.006,837426886342.615,919123165989.357,947830703239.6421,979226219242.2571,946625136071.471,820238131609.1709,891788520370.975,907349520804.7521,1018953017217.18,1254203502726.3,1622810590524.9,2032064417135.07,2458402448221.26,3160432462200.97,3911391498441.58,3101835443918.1,3635388689813.08,4418859678669.48,4610916129686.05,4893001942185.3,4624956065391.07,3601312782165.58,3468035583953.44,3884057680538.62,2 Trillion
TGO,121128073.114022,126396469.70705801,132237441.63086298,143255784.510751,166104067.630043,187300336.365369,216136263.91249698,231706475.464114,241956910.658103,267732446.378413,253976626.166639,286537524.990331,335677636.893737,406479906.159652,560437742.594972,617321669.390877,619375134.1805099,777435020.475847,824263841.539264,891775906.6310151,1136408814.19692,962347000.991788,821651918.724626,765746590.6168491,718148959.610872,762359722.701402,1060911735.26065,1249099130.02277,1378847487.41137,1352949662.75172,1628427515.41881,1602299862.9243,1692959110.18022,1233496846.3349302,982624324.505898,1309382885.33029,1465448290.34132,1498950899.08774,1587345950.9743,1576094566.48548,1488185772.47585,1481141849.98469,1698678686.38235,2111093197.99043,2255942249.33218,2280575830.0833697,2349495620.59025,2659095101.1002603,3310277926.58997,3365711796.38206,3426022205.75557,3867391618.08827,3873529926.2272296,4320427495.74933,4568900619.924561,4179185205.1612206,4457732624.94515,4757776485.12802,2 Billion
THA,2760747471.88624,3034043574.06071,3308912796.93487,3540403456.55305,3889129942.3076897,4388937649.03846,5279230817.30769,5638461442.30769,6081009427.88461,6695336567.30769,7086538437.5,7375000024.03846,8177884552.884609,10838587357.7466,13703000530.0587,14882747955.0328,16985211146.0238,19779315170.0237,24006570178.1561,27371699082.7126,32353440726.8856,34846107862.3673,36589797857.4006,40042826244.2337,41797592963.4424,38900692712.1496,43096746122.4614,50535438696.4094,61667199834.7428,72250877410.3183,85343063965.9182,98234695722.0341,111452869378.467,128889832382.81801,146683499005.964,169278552851.272,183035154107.494,150180268649.388,113675706127.265,126668932159.50801,126392308497.74901,120296746256.631,134300851255.002,152280653543.725,172895476152.59198,189318499954.00302,221758486880.31302,262942650543.77103,291383081231.82,281710095724.761,341105009515.333,370818747396.83295,397558094269.877,420333333333.33295,407339361695.577,401399422442.96704,411755164832.674,455302682985.757,123 Billion
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.2701697,2534720480.3244,1909246640.8083801,1630251392.35372,1522018435.69536,1231567145.3550801,1043993231.81049,921927796.549884,1320113314.44759,1086605267.40992,860521119.298753,1080726751.53866,1221156976.95452,1555366825.63533,2076148796.4989102,2312327536.41789,2830251030.80281,3719506172.83951,5161308187.83339,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.093209,8506045086.26842,9236309138.04277,7854602391.65355,6952678127.03396,7146449583.026309,4 Billion
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358819.75954,3010982414.24425,3006988216.55045,3189539641.3171,3208098919.0146,3200539816.0601,3172880188.20473,2496503230.62143,2474614242.04624,2378759975.4450603,2450349634.47436,2605688065.08338,2450564467.58315,2904662604.82053,3534803921.5686297,4461978498.86577,5977560877.440129,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000.0,37926285714.2857,13 Billion
TLA,76702247596.2373,81094088269.0751,92821621888.3572,93431233348.6379,104146937182.33801,110869069912.03801,121580570077.57301,124463696401.73401,133892597729.56699,149863638048.759,163011118732.918,181592974608.635,203688289073.463,268836495808.631,352617502554.02704,368000210652.57794,409681577106.28204,451146620256.694,510551092092.74,610771531070.3579,740165399842.612,857184544983.6229,795289506274.754,694249434301.1179,697276323784.73,719283873922.457,721575195432.659,761080004451.4879,860105592617.975,942460356533.038,1109227874665.3,1382296618111.83,1302849485928.03,1504980353258.94,1719705463159.46,1833464052368.17,1992895521063.68,2186084304078.86,2199437387465.3,1968085182442.94,2174345039489.08,2116169026092.94,1882072103086.82,1919646150147.23,2223081566817.56,2706520157544.43,3182618894707.57,3769085927342.24,4402417334459.54,4123961494576.23,5152710424889.5,5878042083003.65,5934947300672.19,6081520513732.55,6199464268957.2,5289638340934.71,5148501416959.25,5722759834219.96,2 Trillion
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439600000.0,517700000.0,510700000.0,543400000.0,1078400000.0,1813800000.0,2657900000.0,2881000000.0,4391400000.0,3199600000.0,3998900000.0,5681900000.0,6671000000.0,5649800000.0,4045400000.0,3104400000.0,2521000000.0,2954620999.58441,3 Billion
TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289170584217.54803,296099989530.037,337616663681.782,391915145883.511,402266389085.836,408024424585.234,431553229543.37,447311432447.73706,463338039781.628,450125488805.02,507817712018.815,588817735697.859,693827855525.7329,806752264856.871,997685855024.795,1228766499962.33,1188669436892.45,1374620791122.45,1558059481133.08,1717183893494.45,1611133030606.67,1585582335132.99,1431375209349.5,1445417303459.41,1425775051964.19,883 Billion
TON,,,,,,,,,,,,,,,,32506741.720120396,30036416.9619944,34139387.8908849,41567471.672198705,44667002.0120724,53260077.4311091,62242013.3302689,62068161.0711025,60863963.9639639,64248354.5414656,60058663.314477295,68195855.61497329,81667133.4546982,106657267.36734201,106344854.986095,113563821.577404,132201141.44686101,137066290.55007,138489884.393064,193775943.038933,202547013.927138,219583570.094975,212155124.65374,188686997.31903502,196686674.669868,202363492.160332,181244788.473329,182737040.095422,202543202.004099,229358214.79200298,262176133.72542998,294137737.07003796,300143056.873221,349484427.609428,318166562.784677,369485198.817979,423011844.331641,472358251.22426105,450686353.67401105,443911052.25404197,435438217.281663,401117499.988895,427659795.301271,200 Million
TSA,46639476636.9468,49749767835.2442,53087876774.3696,59696720682.9708,68359077848.6224,73465312628.3651,61775320474.3622,68010731842.1392,71386197453.4115,78373437666.9329,84912161096.6292,90242646148.4907,90631074658.6975,103624271364.402,125531855525.44699,134715474093.262,131459731132.408,151994465547.992,172967893876.62302,193748993994.96103,233605027769.147,247656816198.98602,256216859836.067,271148226681.398,269954987998.61,293526233537.013,310837736205.277,345105101937.342,370870040671.92206,374312865241.286,402945014641.955,358520352196.443,380675554305.856,377077220040.861,427599085122.823,475089669292.961,519779082184.867,545216584137.409,552856264099.8779,592264236202.289,616124993112.047,632235853220.587,663176526356.516,774398576801.5021,897867918024.543,1028573541116.05,1176167422310.11,1488597594160.48,1515560305235.05,1665541206115.67,2042061634081.08,2271880459393.29,2297280332400.63,2357174528818.47,2581874264471.9,2696116882251.6,2902952967919.78,3294668928203.49,697 Billion
TSS,29705433863.8911,30873961811.1551,33457810524.207996,38357766238.0222,37419927388.8453,41682000257.9322,44986135217.9762,44441962982.6622,47531330942.143,54446553612.5738,64065209243.5018,65174292627.7117,73471770397.6269,93957114982.0762,123080073812.32199,135433153083.86699,147045879491.68698,162021000529.711,179086422052.82,215660153168.08603,270837962511.198,382213171606.62897,351983919684.22705,303965743957.873,275777121897.198,262044566323.432,273954122318.20102,311907882535.05,324834217464.075,330084517363.313,335818013649.388,341520256170.1,336893122998.797,314253660467.956,309611212821.739,355028185180.411,366544794811.74,381048271297.747,364723052378.81604,367872124086.84705,392087586531.511,373785416992.395,407824372176.91705,511579708028.76,638306998774.526,760233816351.432,906016062005.97,1051369321121.57,1205113311453.3,1146185673576.2,1366254396942.11,1550965860009.12,1633377912701.0,1739842927885.69,1826903049776.29,1665066294226.42,1543178532381.65,1669767509030.35,493 Billion
TTO,535670127.748935,584961208.656595,619319197.340022,678235373.038558,711893367.5552701,736568861.9261509,723735635.536371,761981474.023359,758899950.0,779200000.0,821850000.0,896754316.6742619,1083381044.0847301,1308799458.96284,2042031901.42217,2442667573.04821,2500410583.79177,3138666666.66667,3562333458.3333297,4602416625.0,6235833333.33333,6992083333.33333,8140416666.66667,7763750000.0,7757083333.33333,7375918367.346941,4794444444.44444,4797777777.77778,4496852073.46896,4323058823.52941,5068000000.0,5307905882.35294,5439552941.176471,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157253321.2039,25366520906.9264,25601811993.9704,26578524198.305,27200280855.0476,24401734194.6814,22295585700.3672,22079017626.6686,9 Billion
TUN,,,,,,991047619.047619,1040952380.9523801,1085714285.7142901,1214666666.6666698,1289904761.90476,1439238095.2381,1685217058.71103,2237476420.03773,2730787476.28084,3545933562.42841,4328610489.68432,4507929104.477611,5109324009.32401,5968044209.51466,7188191881.91882,8744134354.16152,8428513568.24625,8133401049.60217,8350176782.55746,8254891864.057671,8410185739.96405,9018136020.151129,9696271268.25148,10096292842.1543,10102075213.3151,12290568181.8182,13074782608.6957,15497286295.7938,14608946896.483,15632463424.2784,18030876599.3444,19587322786.1105,20746360430.4187,21803372266.6198,22943685719.102997,21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43152528548.124,41808379888.2682,39952095560.8829,19 Billion
TUR,13995067817.5092,8022222222.22222,8922222222.22222,10355555555.5556,11177777777.7778,11944444444.4444,14122222222.2222,15666666666.6667,17500000000.0,19466666666.6667,17086956521.7391,16256619963.7997,20431095406.3604,25724381625.4417,35599913836.4328,44633707242.7642,51280134554.2889,58676813687.3681,65147022485.7919,89394085658.2038,68789289565.7434,71040020140.4436,64546332580.7583,61678280115.4987,59989909457.8379,67234948264.5987,75728009962.7878,87172789528.3316,90852814004.9917,107143348667.09401,150676291094.21,150027833333.333,158459130434.78302,180169736363.63602,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275769083237.438,255883476599.809,272979846449.13602,200252121409.922,238428211252.654,311822906256.24603,404786390740.091,501416344150.045,552487224361.218,675770204927.469,764335766423.3579,644640000000.0,771901783337.77,832523582089.552,873982182628.062,950579367580.6279,934185972127.028,859796691176.471,863721731068.5079,851549299635.427,253 Billion
